bam,prop. sites covered >5x
Pool_2_Jaskiel_Lane1_S2_L003_R1_001_ACCA.trim.bt2.bam,0.711119957
Pool_9_S9_L002_R1_001_TGGT.trim.bt2.bam,0.711435167
Pool_9_Jaskiel_Lane2_S9_L004_R1_001_TCAG.trim.bt2.bam,0.713532666
Pool_5_Jaskiel_Lane1_S5_L003_R1_001_TGTC.trim.bt2.bam,0.714050309
Pool_17_S1_L001_R1_001_ACCA.trim.bt2.bam,0.714122923
Pool_3_Jaskiel_Lane1_S3_L003_R1_001_TCAG.trim.bt2.bam,0.715093026
Pool_3_Jaskiel_Lane1_S3_L003_R1_001_TGTC.trim.bt2.bam,0.716304234
Pool_22_S6_L001_R1_001_AGAC.trim.bt2.bam,0.717780184
Pool_12_Jaskiel_Lane2_S12_L004_R1_001_CATC.trim.bt2.bam,0.71865552
Pool_8_S8_L001_R1_001_GTGA.trim.bt2.bam,0.719138928
Pool_2_S2_L001_R1_001_GCTT.trim.bt2.bam,0.721225379
Pool_13_S13_L002_R1_001_AGAC.trim.bt2.bam,0.721329738
Pool_14_S14_L002_R1_001_TGGT.trim.bt2.bam,0.722927492
Pool_10_S10_L002_R1_001_GTGA.trim.bt2.bam,0.723752658
Pool_2_Jaskiel_Lane1_S2_L003_R1_001_TGTC.trim.bt2.bam,0.723809286
Pool_5_S5_L001_R1_001_CTAC.trim.bt2.bam,0.7238861
Pool_12_S12_L002_R1_001_GCTT.trim.bt2.bam,0.725531703
Pool_15_S15_L002_R1_001_ACCA.trim.bt2.bam,0.727858501
Pool_1_Jaskiel_Lane1_S1_L003_R1_001_TGGT.trim.bt2.bam,0.729453258
Pool_19_S3_L001_R1_001_GTGA.trim.bt2.bam,0.730542139
Pool_5_Jaskiel_Lane1_S5_L003_R1_001_TCAC.trim.bt2.bam,0.732239479
Pool_9_S9_L002_R1_001_TCAC.trim.bt2.bam,0.734090176
Pool_10_Jaskiel_Lane2_S10_L004_R1_001_TGGT.trim.bt2.bam,0.734317486
Pool_4_Jaskiel_Lane1_S4_L003_R1_001_TGTC.trim.bt2.bam,0.736036587
Pool_6_Jaskiel_Lane1_S6_L003_R1_001_TCAC.trim.bt2.bam,0.736707999
Pool_2_S2_L001_R1_001_TGGT.trim.bt2.bam,0.739229531
Pool_7_S7_L001_R1_001_AGAC.trim.bt2.bam,0.74041707
Pool_6_Jaskiel_Lane1_S6_L003_R1_001_CATC.trim.bt2.bam,0.742685308
Pool_15_S15_L002_R1_001_AGTG.trim.bt2.bam,0.745570185
Pool_5_S5_L001_R1_001_GCTT.trim.bt2.bam,0.74738071
Pool_16_S16_L002_R1_001_GTGA.trim.bt2.bam,0.747946643
Pool_17_S1_L001_R1_001_GACT.trim.bt2.bam,0.749510123
Pool_5_S5_L001_R1_001_TCAG.trim.bt2.bam,0.74980744
Pool_9_S9_L002_R1_001_CTAC.trim.bt2.bam,0.750323011
Pool_8_S8_L001_R1_001_TGGT.trim.bt2.bam,0.750525547
Pool_17_S1_L001_R1_001_GTGA.trim.bt2.bam,0.750704921
Pool_3_S3_L001_R1_001_GCTT.trim.bt2.bam,0.752549442
Pool_6_S6_L001_R1_001_TGGT.trim.bt2.bam,0.7529346
Pool_15_S15_L002_R1_001_GTGA.trim.bt2.bam,0.753822781
Pool_6_S6_L001_R1_001_GCTT.trim.bt2.bam,0.754124227
Pool_11_Jaskiel_Lane2_S11_L004_R1_001_TGGT.trim.bt2.bam,0.75542168
Pool_11_S11_L002_R1_001_GTGA.trim.bt2.bam,0.757257365
Pool_5_Jaskiel_Lane1_S5_L003_R1_001_GCTT.trim.bt2.bam,0.757585186
Pool_2_S2_L001_R1_001_ACCA.trim.bt2.bam,0.757675704
Pool_19_S3_L001_R1_001_AGAC.trim.bt2.bam,0.760112235
Pool_11_Jaskiel_Lane2_S11_L004_R1_001_TGTC.trim.bt2.bam,0.762756152
Pool_10_S10_L002_R1_001_GCTT.trim.bt2.bam,0.76285792
Pool_1_S1_L001_R1_001_GTGA.trim.bt2.bam,0.763096427
Pool_20_S4_L001_R1_001_AGAC.trim.bt2.bam,0.763137455
Pool_8_S8_L001_R1_001_CATC.trim.bt2.bam,0.763366854
Pool_18_S2_L001_R1_001_AGAC.trim.bt2.bam,0.765233545
Pool_16_S16_L002_R1_001_TGTC.trim.bt2.bam,0.765302838
Pool_1_S1_L001_R1_001_CTAC.trim.bt2.bam,0.76762371
Pool_5_S5_L001_R1_001_TGGT.trim.bt2.bam,0.768231677
Pool_17_S1_L001_R1_001_TCAC.trim.bt2.bam,0.768967627
Pool_3_S3_L001_R1_001_TGGT.trim.bt2.bam,0.770921141
Pool_8_Jaskiel_Lane1_S8_L003_R1_001_TCAC.trim.bt2.bam,0.771110052
Pool_3_S3_L001_R1_001_TCAG.trim.bt2.bam,0.772265232
Pool_7_S7_L001_R1_001_ACCA.trim.bt2.bam,0.772804704
Pool_4_S4_L001_R1_001_TGGT.trim.bt2.bam,0.772911365
Pool_20_S4_L001_R1_001_TCAG.trim.bt2.bam,0.774104722
Pool_11_S11_L002_R1_001_GCTT.trim.bt2.bam,0.775310518
Pool_9_S9_L002_R1_001_CATC.trim.bt2.bam,0.77532281
Pool_5_S5_L001_R1_001_ACCA.trim.bt2.bam,0.775693481
Pool_5_Jaskiel_Lane1_S5_L003_R1_001_TGGT.trim.bt2.bam,0.77632185
Pool_10_Jaskiel_Lane2_S10_L004_R1_001_CATC.trim.bt2.bam,0.779633978
Pool_7_Jaskiel_Lane1_S7_L003_R1_001_AGTG.trim.bt2.bam,0.77989427
Pool_16_S16_L002_R1_001_TCAG.trim.bt2.bam,0.78071548
Pool_2_S2_L001_R1_001_GTGA.trim.bt2.bam,0.781668609
Pool_14_S14_L002_R1_001_GCTT.trim.bt2.bam,0.783609199
Pool_16_S16_L002_R1_001_AGAC.trim.bt2.bam,0.783776966
Pool_12_S12_L002_R1_001_CATC.trim.bt2.bam,0.784894026
Pool_6_Jaskiel_Lane1_S6_L003_R1_001_TCAG.trim.bt2.bam,0.785103174
Pool_5_Jaskiel_Lane1_S5_L003_R1_001_CATC.trim.bt2.bam,0.786220438
Pool_13_Jaskiel_Lane2_S13_L004_R1_001_CTAC.trim.bt2.bam,0.786386778
Pool_7_S7_L001_R1_001_TGTC.trim.bt2.bam,0.787396521
Pool_5_S5_L001_R1_001_GTGA.trim.bt2.bam,0.789127368
Pool_6_S6_L001_R1_001_GTGA.trim.bt2.bam,0.789827361
Pool_1_S1_L001_R1_001_AGAC.trim.bt2.bam,0.790774283
Pool_6_Jaskiel_Lane1_S6_L003_R1_001_GTGA.trim.bt2.bam,0.790939094
Pool_9_S9_L002_R1_001_TGTC.trim.bt2.bam,0.791537553
Pool_9_S9_L002_R1_001_GCTT.trim.bt2.bam,0.791753694
Pool_4_S4_L001_R1_001_CATC.trim.bt2.bam,0.792324716
Pool_6_S6_L001_R1_001_CATC.trim.bt2.bam,0.792713805
Pool_7_Jaskiel_Lane1_S7_L003_R1_001_TCAG.trim.bt2.bam,0.795015823
Pool_7_Jaskiel_Lane1_S7_L003_R1_001_GCTT.trim.bt2.bam,0.798015682
Pool_11_S11_L002_R1_001_CTAC.trim.bt2.bam,0.798502002
Pool_3_S3_L001_R1_001_GTGA.trim.bt2.bam,0.79859638
Pool_5_Jaskiel_Lane1_S5_L003_R1_001_ACCA.trim.bt2.bam,0.799723176
Pool_4_S4_L001_R1_001_ACCA.trim.bt2.bam,0.801120523
Pool_10_S10_L002_R1_001_AGAC.trim.bt2.bam,0.801170118
Pool_9_S9_L002_R1_001_ACCA.trim.bt2.bam,0.802791898
Pool_1_S1_L001_R1_001_AGTG.trim.bt2.bam,0.803872153
Pool_15_Jaskiel_Lane2_S15_L004_R1_001_AGAC.trim.bt2.bam,0.806015362
Pool_3_Jaskiel_Lane1_S3_L003_R1_001_AGTG.trim.bt2.bam,0.806537101
Pool_4_Jaskiel_Lane1_S4_L003_R1_001_GTGA.trim.bt2.bam,0.807561497
Pool_11_S11_L002_R1_001_TGTC.trim.bt2.bam,0.808235712
Pool_4_Jaskiel_Lane1_S4_L003_R1_001_GACT.trim.bt2.bam,0.808423642
Pool_19_S3_L001_R1_001_TCAG.trim.bt2.bam,0.808620766
Pool_7_S7_L001_R1_001_GTGA.trim.bt2.bam,0.80918189
Pool_2_S2_L001_R1_001_GACT.trim.bt2.bam,0.810586324
Pool_3_Jaskiel_Lane1_S3_L003_R1_001_AGAC.trim.bt2.bam,0.811329008
Pool_1_Jaskiel_Lane1_S1_L003_R1_001_GTGA.trim.bt2.bam,0.813167364
Pool_15_Jaskiel_Lane2_S15_L004_R1_001_CATC.trim.bt2.bam,0.813947662
Pool_5_Jaskiel_Lane1_S5_L003_R1_001_GTGA.trim.bt2.bam,0.815748759
Pool_22_S6_L001_R1_001_AGTG.trim.bt2.bam,0.816192763
Pool_2_Jaskiel_Lane1_S2_L003_R1_001_GACT.trim.bt2.bam,0.818621331
Pool_8_S8_L001_R1_001_AGTG.trim.bt2.bam,0.822907068
Pool_12_S12_L002_R1_001_AGTG.trim.bt2.bam,0.823720089
Pool_6_Jaskiel_Lane1_S6_L003_R1_001_TGTC.trim.bt2.bam,0.824990297
Pool_14_S14_L002_R1_001_TGTC.trim.bt2.bam,0.825628377
Pool_10_S10_L002_R1_001_CTAC.trim.bt2.bam,0.826588472
Pool_10_S10_L002_R1_001_TGTC.trim.bt2.bam,0.827317577
Pool_14_Jaskiel_Lane2_S14_L004_R1_001_AGAC.trim.bt2.bam,0.827717638
Pool_17_S1_L001_R1_001_AGAC.trim.bt2.bam,0.829411739
Pool_4_S4_L001_R1_001_GCTT.trim.bt2.bam,0.830989439
Pool_1_Jaskiel_Lane1_S1_L003_R1_001_TGTC.trim.bt2.bam,0.833772846
Pool_24_S8_L001_R1_001_GTGA.trim.bt2.bam,0.83391017
Pool_7_Jaskiel_Lane1_S7_L003_R1_001_TGTC.trim.bt2.bam,0.834640896
Pool_20_S4_L001_R1_001_TGTC.trim.bt2.bam,0.836085369
Pool_4_S4_L001_R1_001_AGTG.trim.bt2.bam,0.836457987
Pool_1_S1_L001_R1_001_CATC.trim.bt2.bam,0.83652921
Pool_4_Jaskiel_Lane1_S4_L003_R1_001_ACCA.trim.bt2.bam,0.8369822
Pool_13_S13_L002_R1_001_TGTC.trim.bt2.bam,0.837121697
Pool_6_S6_L001_R1_001_AGTG.trim.bt2.bam,0.837344118
Pool_12_S12_L002_R1_001_TCAG.trim.bt2.bam,0.837661557
Pool_24_S8_L001_R1_001_AGTG.trim.bt2.bam,0.838421047
Pool_10_Jaskiel_Lane2_S10_L004_R1_001_ACCA.trim.bt2.bam,0.838460423
Pool_22_S6_L001_R1_001_TGTC.trim.bt2.bam,0.839307875
Pool_22_S6_L001_R1_001_GACT.trim.bt2.bam,0.839345068
Pool_6_S6_L001_R1_001_CTAC.trim.bt2.bam,0.842027564
Pool_13_S13_L002_R1_001_ACCA.trim.bt2.bam,0.842554085
Pool_3_Jaskiel_Lane1_S3_L003_R1_001_ACCA.trim.bt2.bam,0.843127133
Pool_5_Jaskiel_Lane1_S5_L003_R1_001_TCAG.trim.bt2.bam,0.843292694
Pool_2_S2_L001_R1_001_AGAC.trim.bt2.bam,0.844038722
Pool_7_Jaskiel_Lane1_S7_L003_R1_001_AGAC.trim.bt2.bam,0.844064751
Pool_4_S4_L001_R1_001_GTGA.trim.bt2.bam,0.844502788
Pool_23_S7_L001_R1_001_TGGT.trim.bt2.bam,0.844753411
Pool_14_S14_L002_R1_001_ACCA.trim.bt2.bam,0.844785642
Pool_7_S7_L001_R1_001_TGGT.trim.bt2.bam,0.846182785
Pool_8_Jaskiel_Lane1_S8_L003_R1_001_GCTT.trim.bt2.bam,0.846340208
Pool_12_Jaskiel_Lane2_S12_L004_R1_001_GCTT.trim.bt2.bam,0.846424638
Pool_12_S12_L002_R1_001_GTGA.trim.bt2.bam,0.846988721
Pool_10_S10_L002_R1_001_TGGT.trim.bt2.bam,0.847400843
Pool_8_Jaskiel_Lane1_S8_L003_R1_001_AGTG.trim.bt2.bam,0.84743692
Pool_8_Jaskiel_Lane1_S8_L003_R1_001_AGAC.trim.bt2.bam,0.848159228
Pool_7_S7_L001_R1_001_TCAC.trim.bt2.bam,0.848603225
Pool_23_S7_L001_R1_001_TGTC.trim.bt2.bam,0.850931172
Pool_23_S7_L001_R1_001_GACT.trim.bt2.bam,0.851070546
Pool_22_S6_L001_R1_001_TCAC.trim.bt2.bam,0.851163776
Pool_20_S4_L001_R1_001_ACCA.trim.bt2.bam,0.851283263
Pool_22_S6_L001_R1_001_ACCA.trim.bt2.bam,0.854173543
Pool_15_Jaskiel_Lane2_S15_L004_R1_001_ACCA.trim.bt2.bam,0.854725312
Pool_4_S4_L001_R1_001_AGAC.trim.bt2.bam,0.854814704
Pool_3_Jaskiel_Lane1_S3_L003_R1_001_GACT.trim.bt2.bam,0.854948555
Pool_2_Jaskiel_Lane1_S2_L003_R1_001_TGGT.trim.bt2.bam,0.855701713
Pool_15_S15_L002_R1_001_GACT.trim.bt2.bam,0.856677165
Pool_23_S7_L001_R1_001_AGAC.trim.bt2.bam,0.857319556
Pool_21_S5_L001_R1_001_TCAG.trim.bt2.bam,0.857729719
Pool_23_S7_L001_R1_001_TCAC.trim.bt2.bam,0.858114409
Pool_1_S1_L001_R1_001_ACCA.trim.bt2.bam,0.858258202
Pool_20_S4_L001_R1_001_TGGT.trim.bt2.bam,0.858299455
Pool_11_S11_L002_R1_001_AGTG.trim.bt2.bam,0.858628917
Pool_2_Jaskiel_Lane1_S2_L003_R1_001_TCAC.trim.bt2.bam,0.858786869
Pool_7_Jaskiel_Lane1_S7_L003_R1_001_CTAC.trim.bt2.bam,0.860105289
Pool_5_Jaskiel_Lane1_S5_L003_R1_001_GACT.trim.bt2.bam,0.861247125
Pool_11_S11_L002_R1_001_ACCA.trim.bt2.bam,0.862643697
Pool_21_S5_L001_R1_001_TGTC.trim.bt2.bam,0.863513692
Pool_6_S6_L001_R1_001_ACCA.trim.bt2.bam,0.866997317
Pool_15_Jaskiel_Lane2_S15_L004_R1_001_TCAG.trim.bt2.bam,0.867398766
Pool_4_S4_L001_R1_001_CTAC.trim.bt2.bam,0.867586088
Pool_13_Jaskiel_Lane2_S13_L004_R1_001_TGTC.trim.bt2.bam,0.867785492
Pool_12_S12_L002_R1_001_AGAC.trim.bt2.bam,0.869922525
Pool_23_S7_L001_R1_001_GTGA.trim.bt2.bam,0.870158822
Pool_21_S5_L001_R1_001_GACT.trim.bt2.bam,0.870779647
Pool_24_S8_L001_R1_001_GCTT.trim.bt2.bam,0.871735693
Pool_10_S10_L002_R1_001_TCAG.trim.bt2.bam,0.87209753
Pool_8_S8_L001_R1_001_ACCA.trim.bt2.bam,0.872370903
Pool_1_Jaskiel_Lane1_S1_L003_R1_001_GACT.trim.bt2.bam,0.87343045
Pool_10_S10_L002_R1_001_AGTG.trim.bt2.bam,0.87392561
Pool_3_S3_L001_R1_001_TGTC.trim.bt2.bam,0.873971437
Pool_14_S14_L002_R1_001_GACT.trim.bt2.bam,0.874182777
Pool_15_Jaskiel_Lane2_S15_L004_R1_001_GACT.trim.bt2.bam,0.87548363
Pool_8_S8_L001_R1_001_AGAC.trim.bt2.bam,0.87613191
Pool_22_S6_L001_R1_001_CTAC.trim.bt2.bam,0.876802861
Pool_8_Jaskiel_Lane1_S8_L003_R1_001_CATC.trim.bt2.bam,0.877201539
Pool_11_Jaskiel_Lane2_S11_L004_R1_001_TCAC.trim.bt2.bam,0.877286695
Pool_24_S8_L001_R1_001_TGGT.trim.bt2.bam,0.878600721
Pool_7_S7_L001_R1_001_AGTG.trim.bt2.bam,0.879862061
Pool_12_S12_L002_R1_001_TGGT.trim.bt2.bam,0.880633002
Pool_14_S14_L002_R1_001_TCAC.trim.bt2.bam,0.881108759
Pool_7_S7_L001_R1_001_GACT.trim.bt2.bam,0.882255603
Pool_16_S16_L002_R1_001_CATC.trim.bt2.bam,0.882733648
Pool_16_S16_L002_R1_001_GACT.trim.bt2.bam,0.883417324
Pool_21_S5_L001_R1_001_CTAC.trim.bt2.bam,0.883748902
Pool_23_S7_L001_R1_001_CTAC.trim.bt2.bam,0.884488588
Pool_5_S5_L001_R1_001_AGTG.trim.bt2.bam,0.885013771
Pool_4_S4_L001_R1_001_TCAG.trim.bt2.bam,0.885422397
Pool_2_S2_L001_R1_001_AGTG.trim.bt2.bam,0.885875584
Pool_3_Jaskiel_Lane1_S3_L003_R1_001_GTGA.trim.bt2.bam,0.886607475
Pool_4_S4_L001_R1_001_TCAC.trim.bt2.bam,0.88768987
Pool_24_S8_L001_R1_001_CTAC.trim.bt2.bam,0.887898487
Pool_3_S3_L001_R1_001_AGAC.trim.bt2.bam,0.890505479
Pool_24_S8_L001_R1_001_ACCA.trim.bt2.bam,0.893177139
Pool_10_S10_L002_R1_001_CATC.trim.bt2.bam,0.894635824
Pool_15_S15_L002_R1_001_AGAC.trim.bt2.bam,0.894785836
Pool_6_S6_L001_R1_001_TCAC.trim.bt2.bam,0.895454759
Pool_14_Jaskiel_Lane2_S14_L004_R1_001_GTGA.trim.bt2.bam,0.895720766
Pool_8_S8_L001_R1_001_GACT.trim.bt2.bam,0.895910532
Pool_10_S10_L002_R1_001_GACT.trim.bt2.bam,0.898335402
Pool_6_S6_L001_R1_001_GACT.trim.bt2.bam,0.89843701
Pool_18_S2_L001_R1_001_AGTG.trim.bt2.bam,0.898975586
Pool_6_Jaskiel_Lane1_S6_L003_R1_001_GACT.trim.bt2.bam,0.900189274
Pool_15_S15_L002_R1_001_TCAC.trim.bt2.bam,0.900899578
Pool_6_S6_L001_R1_001_AGAC.trim.bt2.bam,0.901916692
Pool_8_Jaskiel_Lane1_S8_L003_R1_001_ACCA.trim.bt2.bam,0.902115298
Pool_8_Jaskiel_Lane1_S8_L003_R1_001_TGTC.trim.bt2.bam,0.904910363
Pool_8_Jaskiel_Lane1_S8_L003_R1_001_TCAG.trim.bt2.bam,0.905684095
Pool_3_S3_L001_R1_001_ACCA.trim.bt2.bam,0.907360712
Pool_5_S5_L001_R1_001_AGAC.trim.bt2.bam,0.908312075
Pool_15_Jaskiel_Lane2_S15_L004_R1_001_GTGA.trim.bt2.bam,0.911862499
Pool_7_Jaskiel_Lane1_S7_L003_R1_001_ACCA.trim.bt2.bam,0.912655372
Pool_8_Jaskiel_Lane1_S8_L003_R1_001_CTAC.trim.bt2.bam,0.913463473
Pool_24_S8_L001_R1_001_CATC.trim.bt2.bam,0.914551532
Pool_8_Jaskiel_Lane1_S8_L003_R1_001_GTGA.trim.bt2.bam,0.914926127
Pool_8_Jaskiel_Lane1_S8_L003_R1_001_GACT.trim.bt2.bam,0.917024515
Pool_10_Jaskiel_Lane2_S10_L004_R1_001_GACT.trim.bt2.bam,0.918757543
Pool_7_Jaskiel_Lane1_S7_L003_R1_001_GTGA.trim.bt2.bam,0.923540888
Pool_9_S9_L002_R1_001_GACT.trim.bt2.bam,0.923946335
Pool_14_Jaskiel_Lane2_S14_L004_R1_001_TGGT.trim.bt2.bam,0.927000483
Pool_18_S2_L001_R1_001_TCAG.trim.bt2.bam,0.928676328
Pool_8_Jaskiel_Lane1_S8_L003_R1_001_TGGT.trim.bt2.bam,0.93134487
Pool_1_S1_L001_R1_001_GACT.trim.bt2.bam,0.936383403
Pool_4_Jaskiel_Lane1_S4_L003_R1_001_TGGT.trim.bt2.bam,0.942801048
Pool_15_Jaskiel_Lane2_S15_L004_R1_001_TGGT.trim.bt2.bam,0.946176517
Pool_3_Jaskiel_Lane1_S3_L003_R1_001_TGGT.trim.bt2.bam,0.946637894
Pool_7_Jaskiel_Lane1_S7_L003_R1_001_TGGT.trim.bt2.bam,0.953680638